0,-0.143464,0.120456,0.100830,-0.069564,-0.042609,0.012234,-0.059561,-0.027058,0.158917,-0.085250,0.240258,0.017745,-0.250053,0.057551,-0.058071,0.182529,-0.096609,-0.046187,-0.135971,-0.133132,0.131816,0.116068,-0.036004,0.082446,-0.181797,-0.269469,-0.074414,-0.028497,-0.013176,-0.094189,0.020257,0.001175,-0.172226,-0.039600,0.039451,0.050344,-0.000784,-0.053939,0.122460,0.080527,-0.138507,0.110699,0.090006,0.237924,0.140440,0.078622,0.038606,-0.100010,0.072080,-0.279057,0.060572,0.063776,0.105290,0.114699,0.089178,-0.196404,-0.011236,0.177946,-0.181218,0.149664,0.005601,-0.064922,-0.031788,-0.038366,0.111779,0.111242,-0.174932,-0.102586,0.083173,-0.121234,-0.050511,0.108848,-0.074775,-0.205181,-0.308598,0.122325,0.442947,0.186467,-0.211100,-0.036619,-0.000165,0.018038,0.049889,0.049809,-0.109492,-0.064518,-0.018480,0.076024,0.197343,0.083525,-0.062440,0.324033,0.025220,0.059166,-0.025315,0.142352,-0.130638,-0.074772,-0.074526,-0.044599,0.023265,-0.042070,0.010694,0.091086,-0.199098,0.165865,-0.043945,-0.030286,-0.029381,0.151277,-0.138521,0.024684,0.137627,-0.231599,0.158403,0.250385,0.031547,0.115659,0.133629,0.026627,0.053597,-0.013112,-0.106792,-0.104406,0.084813,-0.069060,0.092168,0.013374
1,-0.034714,0.105783,0.082736,-0.009296,-0.082126,-0.041901,-0.051195,0.004113,0.126528,-0.030085,0.228711,-0.008206,-0.244200,-0.035383,0.000987,0.092637,-0.139047,-0.064070,-0.107314,-0.117849,0.045959,0.009561,0.012965,0.000846,-0.102599,-0.286251,-0.075181,-0.124959,0.089394,-0.185745,0.011962,0.024060,-0.125926,-0.043692,-0.021695,0.024330,-0.000244,-0.096215,0.152048,-0.030130,-0.143697,-0.047006,0.001464,0.250308,0.184329,0.039885,0.017225,-0.052341,0.063751,-0.281976,0.028599,0.157745,0.017291,0.118438,0.083870,-0.158417,0.043072,0.090664,-0.139222,0.042280,0.049535,-0.089691,-0.034979,-0.112851,0.200972,0.059778,-0.074356,-0.115162,0.111956,-0.156107,-0.040052,0.099161,-0.109639,-0.164257,-0.224041,0.098345,0.363455,0.206261,-0.137068,0.042724,-0.102155,-0.020475,0.037812,0.012592,-0.065658,-0.001268,-0.093007,0.073820,0.166562,-0.084652,0.039633,0.185631,-0.042435,0.033662,0.002031,0.011962,-0.084344,0.046222,-0.064370,0.017197,0.138738,-0.146748,0.030119,0.068441,-0.172201,0.094148,-0.012096,-0.034492,0.042369,0.007054,-0.072123,-0.031604,0.232877,-0.243952,0.245530,0.238311,0.034337,0.127090,0.039759,0.144097,-0.046432,-0.064366,-0.126158,-0.035038,0.013221,-0.010280,-0.050598,0.000726
2,-0.001903,0.015691,0.072990,0.005514,-0.100977,0.040635,-0.008699,-0.013465,0.114105,-0.046949,0.256944,-0.090311,-0.242918,0.007359,-0.092579,0.101387,-0.107762,-0.046742,-0.043919,0.000896,0.091131,0.000371,-0.054710,0.057573,-0.031484,-0.314011,-0.054064,-0.126849,0.128426,-0.142326,-0.070092,0.089206,-0.060630,0.020595,-0.021857,0.061340,-0.062375,-0.138679,0.206734,0.000743,-0.134812,0.038388,-0.040176,0.291148,0.198400,0.026841,0.043752,-0.024202,0.135195,-0.325103,0.061093,0.144078,0.129751,0.065869,0.096245,-0.201528,0.011611,0.150576,-0.193116,0.146930,0.010594,-0.065618,0.012707,-0.093476,0.160292,0.110661,-0.093106,-0.109341,0.163164,-0.180352,-0.076577,0.046318,-0.152730,-0.191503,-0.214226,0.041611,0.369643,0.235676,-0.219429,0.043497,-0.010206,-0.000213,0.144965,0.064116,-0.008580,-0.086230,-0.163408,-0.031954,0.169184,-0.050381,-0.025756,0.207877,-0.027135,0.005306,-0.012559,-0.019685,-0.060173,0.022190,-0.108493,-0.036869,0.031640,-0.083306,-0.021423,0.081286,-0.199598,0.158737,-0.043371,0.033519,0.025141,-0.090163,-0.098741,0.137722,0.228211,-0.263804,0.198620,0.152541,0.123097,0.113824,0.065387,0.006564,0.042769,-0.107313,-0.253648,-0.070355,0.012331,-0.030477,-0.036443,0.033190
3,-0.127075,0.069200,-0.029572,-0.058911,-0.033968,0.033417,-0.040226,-0.079636,0.245072,-0.140560,0.260537,0.103816,-0.219023,-0.056310,0.032146,0.104494,-0.256130,-0.044815,-0.050305,0.028931,0.091924,-0.000524,0.052218,0.070968,-0.135932,-0.403411,-0.129569,-0.104057,0.066107,-0.077556,0.007404,-0.080014,-0.183626,-0.022211,-0.034500,0.065672,-0.092370,-0.066030,0.182633,0.018513,-0.218965,-0.025934,-0.021943,0.253386,0.157128,0.085110,0.043173,-0.035524,0.126377,-0.285442,0.104170,0.121311,0.137889,0.050035,0.025655,-0.122285,0.024950,0.095719,-0.220290,0.029567,0.069930,-0.030647,-0.008359,0.029725,0.204830,0.115275,-0.191970,-0.098509,0.069269,-0.185614,-0.014497,0.060624,-0.127469,-0.287324,-0.306101,0.043743,0.471275,0.152404,-0.075137,-0.008143,-0.125561,-0.055309,0.036227,0.118885,-0.049757,-0.004193,-0.084788,0.102054,0.183386,-0.028866,-0.044584,0.247656,0.009859,0.038715,-0.044267,0.112368,-0.072258,0.003047,-0.024454,0.029977,0.061058,-0.018842,0.003214,0.084343,-0.231020,0.252571,0.024758,-0.021644,0.103231,0.014003,-0.173560,-0.075160,0.116332,-0.296734,0.188190,0.227935,0.060834,0.180943,0.023601,0.036900,-0.002738,-0.021938,-0.228464,-0.079534,0.019829,-0.026900,0.081184,-0.029029
4,-0.134313,0.124749,0.051149,-0.046156,-0.060916,0.073065,-0.024074,0.011247,0.145349,-0.023213,0.199474,-0.051821,-0.291693,0.103706,-0.015277,0.106436,-0.236084,-0.034098,-0.097723,0.019122,0.131727,0.139452,0.000561,0.012617,-0.110966,-0.339068,-0.047643,-0.120131,-0.009242,-0.113099,0.034464,-0.064239,-0.160782,-0.033434,-0.015536,0.021921,-0.125650,-0.087108,0.162351,0.042974,-0.193829,0.050208,0.013125,0.270967,0.111401,0.094314,-0.089071,-0.048843,0.022159,-0.338936,0.056904,0.142534,0.079252,0.135274,0.075507,-0.151406,0.057123,0.081653,-0.223259,0.058579,0.044376,-0.040169,0.116287,-0.052757,0.192980,0.079160,-0.100806,-0.068943,0.036993,-0.119433,-0.105034,0.045363,-0.086183,-0.256982,-0.287823,0.071640,0.307038,0.150324,-0.155315,-0.010855,-0.010954,-0.031784,0.075648,0.073135,-0.077623,-0.002014,-0.044811,0.040138,0.169835,-0.059880,-0.064958,0.297327,0.005773,0.002405,0.064496,0.027974,-0.031983,-0.028653,-0.131377,0.035828,0.040039,-0.084576,-0.030641,0.124722,-0.186081,0.117224,0.008303,-0.091794,-0.002542,0.022805,-0.171917,-0.026706,0.192809,-0.268792,0.234278,0.233235,0.050285,0.129967,0.064225,0.002606,-0.022276,0.050136,-0.210164,-0.067945,0.131388,0.045229,0.009605,0.037808
5,-0.034368,0.105817,0.082747,-0.009327,-0.082008,-0.041863,-0.051314,0.004216,0.126648,-0.030056,0.228853,-0.007837,-0.244257,-0.035464,0.001068,0.092541,-0.138992,-0.063846,-0.107512,-0.118046,0.045792,0.009579,0.013178,0.000558,-0.102926,-0.286005,-0.075206,-0.124965,0.089281,-0.185828,0.012051,0.024062,-0.126101,-0.044026,-0.021755,0.024103,-0.000131,-0.095990,0.151886,-0.030045,-0.143586,-0.046679,0.001482,0.250202,0.184747,0.039966,0.017129,-0.052409,0.063707,-0.281967,0.028698,0.157578,0.017270,0.118474,0.083893,-0.158399,0.043044,0.090714,-0.139164,0.042083,0.049423,-0.089495,-0.034931,-0.112620,0.200753,0.059631,-0.074248,-0.115062,0.112052,-0.156012,-0.039967,0.099123,-0.109713,-0.164202,-0.224252,0.098465,0.363465,0.206314,-0.137110,0.042828,-0.102248,-0.020432,0.037637,0.012343,-0.065583,-0.001452,-0.092776,0.073881,0.166463,-0.084625,0.039549,0.185655,-0.042403,0.033638,0.002205,0.012013,-0.084475,0.046184,-0.064643,0.017128,0.138628,-0.146703,0.030176,0.068559,-0.172187,0.094257,-0.012004,-0.034602,0.042427,0.007291,-0.071923,-0.031718,0.232903,-0.243894,0.245618,0.238384,0.034205,0.127075,0.039814,0.144183,-0.046492,-0.064083,-0.126064,-0.035134,0.013035,-0.010337,-0.050431,0.000817
6,-0.109252,0.106416,0.124945,-0.005993,-0.076451,0.078116,-0.065275,-0.054768,0.182639,-0.094716,0.181518,0.051531,-0.240794,-0.050206,0.048683,0.110502,-0.081741,-0.123596,-0.104104,-0.042784,0.016888,-0.035679,0.002748,0.041233,-0.132627,-0.363078,-0.098697,-0.101375,-0.003945,-0.072210,0.079098,-0.021543,-0.121150,0.019855,-0.035569,0.085324,-0.080877,-0.082473,0.220326,-0.077087,-0.162904,0.038752,0.039490,0.149665,0.147547,0.055415,0.102229,-0.024565,0.128614,-0.221455,0.051452,0.153511,0.124454,0.115203,0.059876,-0.174768,0.051449,0.149115,-0.212210,0.121296,0.017511,-0.133956,-0.054146,0.027475,0.203194,0.145698,-0.126796,-0.138190,0.173172,-0.181684,-0.000089,0.095506,-0.139288,-0.198837,-0.223598,0.086416,0.438060,0.133450,-0.177974,-0.031378,-0.057306,-0.013150,-0.019856,0.096433,-0.079470,-0.141621,-0.065838,-0.002501,0.231071,0.053728,0.003573,0.216164,0.094058,0.024151,-0.019585,0.010399,-0.032911,-0.041178,-0.047467,0.046746,-0.053322,-0.098969,-0.009890,-0.011055,-0.185030,0.207843,0.007337,-0.004478,0.002075,0.089968,-0.144366,-0.016643,0.224867,-0.271523,0.209629,0.198145,0.071637,0.161712,0.068072,0.165683,0.022922,-0.021260,-0.144345,-0.087108,0.005947,-0.074805,0.034587,0.064332
7,-0.041642,0.027777,0.112912,0.050031,-0.110313,0.040173,-0.070239,-0.017264,0.084408,-0.057892,0.271604,-0.042834,-0.283323,0.001313,-0.082831,0.089731,-0.107127,-0.058397,-0.047795,-0.029910,0.111009,0.054146,-0.065608,0.036999,-0.047294,-0.296481,-0.028663,-0.090886,0.067202,-0.170395,-0.031676,0.066615,-0.100226,0.029847,-0.032893,0.047152,-0.032674,-0.123644,0.211441,-0.028478,-0.105529,0.055649,0.004930,0.248833,0.143781,0.008056,0.026669,-0.051371,0.129074,-0.331850,0.059156,0.158203,0.121407,0.051182,0.119295,-0.227970,-0.024862,0.153960,-0.198082,0.171636,-0.013352,-0.040378,-0.039538,-0.109324,0.122289,0.094380,-0.087553,-0.148764,0.118600,-0.174314,-0.082545,0.122187,-0.105940,-0.225243,-0.209475,0.081358,0.369296,0.181602,-0.245808,0.063216,0.038851,-0.071270,0.111080,0.036314,-0.009002,-0.063344,-0.150225,0.020408,0.168627,0.009107,-0.002403,0.261814,0.017416,-0.007882,0.026918,0.015926,-0.039132,-0.001611,-0.124690,-0.022899,0.052665,-0.096826,-0.039381,0.022643,-0.155709,0.123540,-0.051911,-0.000449,0.007939,-0.088768,-0.146936,0.122900,0.231262,-0.310252,0.178452,0.109131,0.104809,0.133054,0.054666,0.042248,0.043072,-0.098317,-0.221159,-0.091115,0.033500,-0.052073,-0.034867,0.024621
8,-0.037151,0.027743,0.138096,0.042891,-0.110445,0.031522,-0.079105,-0.004730,0.091856,-0.071881,0.269395,-0.027942,-0.311695,0.018847,-0.069938,0.083783,-0.100367,-0.045455,-0.047693,-0.031770,0.142631,0.092840,-0.034993,0.036419,-0.068568,-0.316207,-0.048924,-0.079220,0.046971,-0.165315,-0.030775,0.077238,-0.113016,0.032515,-0.028308,0.039701,-0.035781,-0.129446,0.209871,0.010181,-0.119722,0.026715,-0.009249,0.241503,0.112318,0.000427,0.043421,-0.069512,0.117053,-0.326459,0.059138,0.176240,0.125709,0.038275,0.116422,-0.215325,-0.003186,0.146099,-0.219382,0.174618,0.019504,-0.069959,-0.052407,-0.097006,0.110363,0.092298,-0.090765,-0.155102,0.123156,-0.158746,-0.076305,0.146723,-0.113001,-0.235096,-0.212953,0.071431,0.387600,0.175943,-0.237458,0.055033,0.011070,-0.066263,0.098366,0.051802,-0.035448,-0.029529,-0.161758,0.068358,0.154382,0.002597,-0.003092,0.287404,0.037606,0.016550,0.043212,0.025364,-0.062693,-0.020315,-0.127834,-0.020177,0.059691,-0.096211,-0.039322,0.030821,-0.139997,0.127284,-0.058105,-0.036245,0.005041,-0.100444,-0.165372,0.092389,0.211268,-0.297664,0.132236,0.098590,0.103597,0.136847,0.059477,0.059783,0.023644,-0.122817,-0.229262,-0.082493,0.055546,-0.040142,-0.027892,-0.002184
9,-0.034866,0.105105,0.084647,-0.009808,-0.082288,-0.041192,-0.051508,0.004536,0.126418,-0.030047,0.229491,-0.008634,-0.244959,-0.033144,0.000106,0.093059,-0.138620,-0.063607,-0.108031,-0.118967,0.045252,0.010336,0.012971,0.000794,-0.101670,-0.287716,-0.076090,-0.124475,0.090242,-0.185354,0.012183,0.023831,-0.125037,-0.043061,-0.021369,0.022308,0.000541,-0.097482,0.151955,-0.031197,-0.145028,-0.048374,0.001408,0.251024,0.183702,0.040210,0.017896,-0.052587,0.062594,-0.281557,0.028675,0.157564,0.018033,0.118028,0.083020,-0.159874,0.042429,0.091363,-0.138906,0.041398,0.048647,-0.089520,-0.034522,-0.113929,0.202353,0.060482,-0.075932,-0.116795,0.111595,-0.155910,-0.038500,0.100137,-0.111023,-0.164504,-0.224454,0.097798,0.363807,0.205362,-0.138244,0.041991,-0.103640,-0.018849,0.037934,0.013796,-0.065904,-0.000638,-0.092731,0.072655,0.166393,-0.085883,0.037938,0.185014,-0.042777,0.032935,0.001414,0.013662,-0.085075,0.046346,-0.063806,0.017570,0.138461,-0.144458,0.030015,0.069069,-0.172866,0.095648,-0.012168,-0.034234,0.042881,0.006457,-0.071088,-0.032665,0.234005,-0.245378,0.244004,0.239185,0.034258,0.128482,0.039220,0.144188,-0.046815,-0.064187,-0.126757,-0.034114,0.013851,-0.011532,-0.050940,0.000133
